address	distance	customers	trucks	truck_capacity	algorithm	total_distance
1400 Washington Ave, Albany, NY 12222	10000	28	4	10	nn	155.9639046372639
1400 Washington Ave, Albany, NY 12222	10000	34	4	10	ga	257.6112684406178
1400 Washington Ave, Albany, NY 12222	10000	13	4	10	nn	155.84634532358248
1400 Washington Ave, Albany, NY 12222	10000	5	4	10	nn	72.3554812043774
1400 Washington Ave, Albany, NY 12222	10000	32	4	10	aco	192.03186496437104
1400 Washington Ave, Albany, NY 12222	10000	33	4	10	sa	172.08433164129207
1400 Washington Ave, Albany, NY 12222	10000	39	4	10	ga	232.88150607231785
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	ga	52.24674447350995
1400 Washington Ave, Albany, NY 12222	10000	38	4	10	nn	271.7696973017516
1400 Washington Ave, Albany, NY 12222	10000	34	4	10	sa	225.26569075661146
1400 Washington Ave, Albany, NY 12222	10000	32	4	10	aco	224.91898677332338
1400 Washington Ave, Albany, NY 12222	10000	7	4	10	sa	54.25496737416321
1400 Washington Ave, Albany, NY 12222	10000	29	4	10	ga	151.62826930177613
1400 Washington Ave, Albany, NY 12222	10000	3	4	10	ga	15.741633283560665
1400 Washington Ave, Albany, NY 12222	10000	28	4	10	nn	165.5511137073717
1400 Washington Ave, Albany, NY 12222	10000	19	4	10	aco	144.90639800995928
1400 Washington Ave, Albany, NY 12222	10000	17	4	10	sa	129.04173151068522
1400 Washington Ave, Albany, NY 12222	10000	19	4	10	sa	132.82668745312068
1400 Washington Ave, Albany, NY 12222	10000	23	4	10	nn	231.69023910687653
1400 Washington Ave, Albany, NY 12222	10000	21	4	10	aco	129.99269553218286
1400 Washington Ave, Albany, NY 12222	10000	28	4	10	ga	171.76223529563288
1400 Washington Ave, Albany, NY 12222	10000	17	4	10	nn	150.85189464967902
1400 Washington Ave, Albany, NY 12222	10000	16	4	10	ga	133.61836912802417
1400 Washington Ave, Albany, NY 12222	10000	9	4	10	nn	68.51437239947278
1400 Washington Ave, Albany, NY 12222	10000	7	4	10	ga	56.05837672882088
1400 Washington Ave, Albany, NY 12222	10000	36	4	10	sa	238.87118348035864
1400 Washington Ave, Albany, NY 12222	10000	36	4	10	aco	209.7078095617374
1400 Washington Ave, Albany, NY 12222	10000	25	4	10	nn	185.2742674971109
1400 Washington Ave, Albany, NY 12222	10000	33	4	10	sa	201.6661742445438
1400 Washington Ave, Albany, NY 12222	10000	39	4	10	ga	224.0535783352679
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	ga	47.71611697309053
1400 Washington Ave, Albany, NY 12222	10000	30	4	10	aco	170.9788706482143
1400 Washington Ave, Albany, NY 12222	10000	28	4	10	nn	165.26850901879163
1400 Washington Ave, Albany, NY 12222	10000	11	4	10	ga	113.37895996626662
1400 Washington Ave, Albany, NY 12222	10000	8	4	10	aco	87.05142597777966
1400 Washington Ave, Albany, NY 12222	10000	32	4	10	sa	169.4719298930379
1400 Washington Ave, Albany, NY 12222	10000	6	4	10	sa	60.486022667433566
1400 Washington Ave, Albany, NY 12222	10000	25	4	10	nn	207.34777752083838
1400 Washington Ave, Albany, NY 12222	10000	23	4	10	ga	190.32429598250252
1400 Washington Ave, Albany, NY 12222	10000	1	4	10	ga	32.88385342896086
1400 Washington Ave, Albany, NY 12222	10000	22	4	10	aco	141.97597988686164
1400 Washington Ave, Albany, NY 12222	10000	16	4	10	sa	139.48017126022188
1400 Washington Ave, Albany, NY 12222	10000	19	4	10	sa	147.6217964690072
1400 Washington Ave, Albany, NY 12222	10000	37	4	10	nn	210.13039748129114
1400 Washington Ave, Albany, NY 12222	10000	26	4	10	ga	153.670924605605
1400 Washington Ave, Albany, NY 12222	10000	30	4	10	aco	167.01836147677966
1400 Washington Ave, Albany, NY 12222	10000	24	4	10	sa	169.12160197225765
1400 Washington Ave, Albany, NY 12222	10000	22	4	10	nn	212.4365153575722
1400 Washington Ave, Albany, NY 12222	10000	15	4	10	aco	134.81260297096523
1400 Washington Ave, Albany, NY 12222	10000	15	4	10	nn	146.72723669142903
1400 Washington Ave, Albany, NY 12222	10000	9	4	10	aco	72.59144728979564
1400 Washington Ave, Albany, NY 12222	10000	18	4	10	sa	112.96524515751112
1400 Washington Ave, Albany, NY 12222	10000	38	4	10	ga	255.7227011290733
1400 Washington Ave, Albany, NY 12222	10000	26	4	10	nn	248.65019885119057
1400 Washington Ave, Albany, NY 12222	10000	25	4	10	ga	175.3027811802945
1400 Washington Ave, Albany, NY 12222	10000	26	4	10	aco	131.1226367573686
1400 Washington Ave, Albany, NY 12222	10000	39	4	10	sa	205.83953628404493
1400 Washington Ave, Albany, NY 12222	10000	15	4	10	nn	142.35436279365345
1400 Washington Ave, Albany, NY 12222	10000	8	4	10	nn	72.05451614233039
1400 Washington Ave, Albany, NY 12222	10000	20	4	10	ga	148.21274443394057
1400 Washington Ave, Albany, NY 12222	10000	3	4	10	ga	61.76913342144937
1400 Washington Ave, Albany, NY 12222	10000	13	4	10	nn	119.31397880716305
1400 Washington Ave, Albany, NY 12222	10000	26	4	10	aco	190.74191280642512
1400 Washington Ave, Albany, NY 12222	10000	8	4	10	ga	66.00600188311779
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	ga	51.81428929690238
1400 Washington Ave, Albany, NY 12222	10000	29	4	10	sa	204.7137787273852
1400 Washington Ave, Albany, NY 12222	10000	7	4	10	sa	72.69128011696726
1400 Washington Ave, Albany, NY 12222	10000	24	4	10	aco	147.03886224167917
1400 Washington Ave, Albany, NY 12222	10000	28	4	10	ga	181.43091031352714
1400 Washington Ave, Albany, NY 12222	10000	40	4	10	nn	203.80298542825045
1400 Washington Ave, Albany, NY 12222	10000	36	4	10	sa	237.73657818906918
1400 Washington Ave, Albany, NY 12222	10000	11	4	10	nn	114.17078349713552
1400 Washington Ave, Albany, NY 12222	10000	24	4	10	ga	164.922366399489
1400 Washington Ave, Albany, NY 12222	10000	33	4	10	aco	213.46113511031476
1400 Washington Ave, Albany, NY 12222	10000	12	4	10	ga	115.4012703204335
1400 Washington Ave, Albany, NY 12222	10000	30	4	10	nn	215.27142660978163
1400 Washington Ave, Albany, NY 12222	10000	35	4	10	sa	211.58948353831153
1400 Washington Ave, Albany, NY 12222	10000	7	4	10	nn	59.48633006265402
1400 Washington Ave, Albany, NY 12222	10000	7	4	10	sa	77.49212095213126
1400 Washington Ave, Albany, NY 12222	10000	30	4	10	aco	215.43063781236228
1400 Washington Ave, Albany, NY 12222	10000	6	4	10	aco	65.50004589105035
1400 Washington Ave, Albany, NY 12222	10000	18	4	10	sa	128.15019261147688
1400 Washington Ave, Albany, NY 12222	10000	39	4	10	ga	214.17485075729496
1400 Washington Ave, Albany, NY 12222	10000	40	4	10	nn	240.47173564787806
1400 Washington Ave, Albany, NY 12222	10000	1	4	10	nn	16.54043496894302
1400 Washington Ave, Albany, NY 12222	10000	17	4	10	aco	117.06536253664575
1400 Washington Ave, Albany, NY 12222	10000	22	4	10	sa	129.02261301219124
1400 Washington Ave, Albany, NY 12222	10000	20	4	10	ga	129.59944212502054
1400 Washington Ave, Albany, NY 12222	10000	23	4	10	nn	205.1104981593029
1400 Washington Ave, Albany, NY 12222	10000	32	4	10	sa	193.11475346301992
1400 Washington Ave, Albany, NY 12222	10000	37	4	10	aco	220.8498333091536
1400 Washington Ave, Albany, NY 12222	10000	39	4	10	ga	213.70040732400827
1400 Washington Ave, Albany, NY 12222	10000	34	4	10	nn	218.7094628477788
1400 Washington Ave, Albany, NY 12222	10000	20	4	10	sa	133.40117766835556
1400 Washington Ave, Albany, NY 12222	10000	3	4	10	nn	49.22718252057993
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	sa	17.5789937676113
1400 Washington Ave, Albany, NY 12222	10000	11	4	10	ga	100.0813614965584
1400 Washington Ave, Albany, NY 12222	10000	39	4	10	aco	239.14441777908704
1400 Washington Ave, Albany, NY 12222	10000	29	4	10	ga	143.81926499387566
1400 Washington Ave, Albany, NY 12222	10000	33	4	10	sa	229.8552419572581
1400 Washington Ave, Albany, NY 12222	10000	40	4	10	nn	231.84234367119458
1400 Washington Ave, Albany, NY 12222	10000	9	4	10	sa	82.32362404694163
1400 Washington Ave, Albany, NY 12222	10000	17	4	10	aco	128.31959250711037
1400 Washington Ave, Albany, NY 12222	10000	7	4	10	aco	64.13826090651098
1400 Washington Ave, Albany, NY 12222	10000	25	4	10	ga	150.62055097500004
1400 Washington Ave, Albany, NY 12222	10000	33	4	10	nn	199.81921745577873
1400 Washington Ave, Albany, NY 12222	10000	38	4	10	sa	202.91932452629302
1400 Washington Ave, Albany, NY 12222	10000	30	4	10	ga	238.41269512142176
1400 Washington Ave, Albany, NY 12222	10000	28	4	10	aco	204.96757831434243
1400 Washington Ave, Albany, NY 12222	10000	11	4	10	sa	97.78959741290399
1400 Washington Ave, Albany, NY 12222	10000	23	4	10	nn	174.22162891157748
1400 Washington Ave, Albany, NY 12222	10000	12	4	10	ga	85.19159899731773
1400 Washington Ave, Albany, NY 12222	10000	9	4	10	ga	82.88149868949247
1400 Washington Ave, Albany, NY 12222	10000	25	4	10	aco	211.11598219173646
1400 Washington Ave, Albany, NY 12222	10000	35	4	10	sa	189.85970526120346
1400 Washington Ave, Albany, NY 12222	10000	39	4	10	nn	317.02861747437663
1400 Washington Ave, Albany, NY 12222	10000	9	4	10	sa	83.60305332315193
1400 Washington Ave, Albany, NY 12222	10000	24	4	10	nn	174.55169327325848
1400 Washington Ave, Albany, NY 12222	10000	40	4	10	ga	211.21387632821
1400 Washington Ave, Albany, NY 12222	10000	40	4	10	aco	255.37647122982995
1400 Washington Ave, Albany, NY 12222	10000	35	4	10	sa	248.72852842525597
1400 Washington Ave, Albany, NY 12222	10000	25	4	10	nn	172.52802316647856
1400 Washington Ave, Albany, NY 12222	10000	7	4	10	sa	51.218813267342554
1400 Washington Ave, Albany, NY 12222	10000	1	4	10	sa	16.461364999202484
1400 Washington Ave, Albany, NY 12222	10000	11	4	10	aco	129.68293150362183
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	aco	50.9221688872567
1400 Washington Ave, Albany, NY 12222	10000	32	4	10	ga	215.83193910205873
1400 Washington Ave, Albany, NY 12222	10000	3	4	10	ga	23.773274503901554
1400 Washington Ave, Albany, NY 12222	10000	3	4	10	ga	41.29859420658707
1400 Washington Ave, Albany, NY 12222	10000	17	4	10	sa	114.38004243360183
1400 Washington Ave, Albany, NY 12222	10000	6	4	10	ga	72.27860303218843
1400 Washington Ave, Albany, NY 12222	10000	11	4	10	sa	88.08818531530002
1400 Washington Ave, Albany, NY 12222	10000	6	4	10	sa	59.96675530139962
1400 Washington Ave, Albany, NY 12222	10000	39	4	10	nn	189.918984848045
1400 Washington Ave, Albany, NY 12222	10000	34	4	10	aco	237.19214723033394
1400 Washington Ave, Albany, NY 12222	10000	11	4	10	aco	106.25761331723751
1400 Washington Ave, Albany, NY 12222	10000	36	4	10	ga	166.97206787402789
1400 Washington Ave, Albany, NY 12222	10000	37	4	10	sa	234.6643810571853
1400 Washington Ave, Albany, NY 12222	10000	40	4	10	nn	235.53794994184096
1400 Washington Ave, Albany, NY 12222	10000	19	4	10	aco	133.80987984010062
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	aco	44.78761743675272
1400 Washington Ave, Albany, NY 12222	10000	22	4	10	ga	178.2871190674218
1400 Washington Ave, Albany, NY 12222	10000	32	4	10	sa	157.72993753464715
1400 Washington Ave, Albany, NY 12222	10000	35	4	10	nn	235.49906191625837
1400 Washington Ave, Albany, NY 12222	10000	5	4	10	sa	40.85554855222634
1400 Washington Ave, Albany, NY 12222	10000	26	4	10	aco	203.7955922764754
1400 Washington Ave, Albany, NY 12222	10000	5	4	10	nn	42.758523491281366
1400 Washington Ave, Albany, NY 12222	10000	34	4	10	ga	178.86025135138217
1400 Washington Ave, Albany, NY 12222	10000	8	4	10	nn	98.43608136358668
1400 Washington Ave, Albany, NY 12222	10000	17	4	10	aco	148.97577476077043
1400 Washington Ave, Albany, NY 12222	10000	19	4	10	ga	125.15269578457554
1400 Washington Ave, Albany, NY 12222	10000	36	4	10	sa	184.35534988861565
1400 Washington Ave, Albany, NY 12222	10000	13	4	10	aco	114.9110292597725
1400 Washington Ave, Albany, NY 12222	10000	27	4	10	nn	231.2489247867447
1400 Washington Ave, Albany, NY 12222	10000	7	4	10	ga	62.315324952349116
1400 Washington Ave, Albany, NY 12222	10000	8	4	10	sa	89.72932246945517
1400 Washington Ave, Albany, NY 12222	10000	14	4	10	ga	108.02145583523755
1400 Washington Ave, Albany, NY 12222	10000	32	4	10	nn	176.84280209847216
1400 Washington Ave, Albany, NY 12222	10000	32	4	10	sa	234.1245268052551
1400 Washington Ave, Albany, NY 12222	10000	24	4	10	ga	176.83490123567648
1400 Washington Ave, Albany, NY 12222	10000	39	4	10	aco	251.1275721677853
1400 Washington Ave, Albany, NY 12222	10000	28	4	10	nn	189.80178298766813
1400 Washington Ave, Albany, NY 12222	10000	22	4	10	ga	137.98401684741967
1400 Washington Ave, Albany, NY 12222	10000	22	4	10	aco	130.65508417405655
1400 Washington Ave, Albany, NY 12222	10000	40	4	10	sa	236.9340594387604
1400 Washington Ave, Albany, NY 12222	10000	9	4	10	aco	62.60222464555129
1400 Washington Ave, Albany, NY 12222	10000	17	4	10	ga	128.31132374938323
1400 Washington Ave, Albany, NY 12222	10000	27	4	10	nn	195.80073389228912
1400 Washington Ave, Albany, NY 12222	10000	5	4	10	nn	45.93391014069882
1400 Washington Ave, Albany, NY 12222	10000	8	4	10	ga	63.363672164833346
1400 Washington Ave, Albany, NY 12222	10000	27	4	10	sa	213.26943481296072
1400 Washington Ave, Albany, NY 12222	10000	23	4	10	aco	169.92064033919567
1400 Washington Ave, Albany, NY 12222	10000	21	4	10	nn	215.4589496572725
1400 Washington Ave, Albany, NY 12222	10000	8	4	10	nn	95.3273864735556
1400 Washington Ave, Albany, NY 12222	10000	26	4	10	sa	179.70363742857265
1400 Washington Ave, Albany, NY 12222	10000	19	4	10	aco	144.88827830979196
1400 Washington Ave, Albany, NY 12222	10000	38	4	10	ga	204.61471146437114
1400 Washington Ave, Albany, NY 12222	10000	12	4	10	sa	96.72601287758096
1400 Washington Ave, Albany, NY 12222	10000	37	4	10	nn	225.9303913015937
1400 Washington Ave, Albany, NY 12222	10000	21	4	10	aco	126.23320795202572
1400 Washington Ave, Albany, NY 12222	10000	18	4	10	sa	122.06021325584925
1400 Washington Ave, Albany, NY 12222	10000	4	4	10	sa	60.21343193982059
1400 Washington Ave, Albany, NY 12222	10000	31	4	10	ga	209.29675598934665
1400 Washington Ave, Albany, NY 12222	10000	11	4	10	aco	90.2224076048618
1400 Washington Ave, Albany, NY 12222	10000	1	4	10	aco	38.69039950505895
1400 Washington Ave, Albany, NY 12222	10000	17	4	10	sa	93.17362930656935
1400 Washington Ave, Albany, NY 12222	10000	28	4	10	nn	173.71895275339193
1400 Washington Ave, Albany, NY 12222	10000	20	4	10	ga	147.23536294489622
1400 Washington Ave, Albany, NY 12222	10000	13	4	10	nn	113.442787227312
1400 Washington Ave, Albany, NY 12222	10000	17	4	10	sa	122.26207818666191
1400 Washington Ave, Albany, NY 12222	10000	29	4	10	aco	175.81257994431454
1400 Washington Ave, Albany, NY 12222	10000	11	4	10	nn	136.85586565264214
1400 Washington Ave, Albany, NY 12222	10000	11	4	10	sa	99.66089467254675
1400 Washington Ave, Albany, NY 12222	10000	29	4	10	rl	239.30634399132276
1400 Washington Ave, Albany, NY 12222	10000	39	4	10	ga	257.0926618389015
1400 Washington Ave, Albany, NY 12222	10000	18	4	10	sa	113.04681157853504
1400 Washington Ave, Albany, NY 12222	10000	31	4	10	nn	224.11021363523741
1400 Washington Ave, Albany, NY 12222	10000	38	4	10	aco	222.76417874587608
1400 Washington Ave, Albany, NY 12222	10000	27	4	10	sa	219.46919496199243
1400 Washington Ave, Albany, NY 12222	10000	22	4	10	nn	158.40586707169288
1400 Washington Ave, Albany, NY 12222	10000	37	4	10	ga	178.18101780799222
1400 Washington Ave, Albany, NY 12222	10000	14	4	10	sa	130.80034616455637
1400 Washington Ave, Albany, NY 12222	10000	17	4	10	aco	155.50864303517488
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	sa	38.9662921504709
1400 Washington Ave, Albany, NY 12222	10000	9	4	10	ga	84.72002512333727
1400 Washington Ave, Albany, NY 12222	10000	4	4	10	ga	45.21873941160235
1400 Washington Ave, Albany, NY 12222	10000	11	4	10	sa	133.47748702963477
1400 Washington Ave, Albany, NY 12222	10000	25	4	10	nn	166.24388128544467
1400 Washington Ave, Albany, NY 12222	10000	9	4	10	sa	62.0662041659075
1400 Washington Ave, Albany, NY 12222	10000	8	4	10	nn	76.46795131351082
1400 Washington Ave, Albany, NY 12222	10000	10	4	10	nn	63.65698330738147
1400 Washington Ave, Albany, NY 12222	10000	3	4	10	nn	32.084440758881094
1400 Washington Ave, Albany, NY 12222	10000	21	4	10	sa	198.6812331300918
1400 Washington Ave, Albany, NY 12222	10000	38	4	10	aco	219.3664714337267
1400 Washington Ave, Albany, NY 12222	10000	33	4	10	ga	181.9558097458703
1400 Washington Ave, Albany, NY 12222	10000	6	4	10	sa	53.80219072966574
1400 Washington Ave, Albany, NY 12222	10000	21	4	10	nn	162.69468305470141
1400 Washington Ave, Albany, NY 12222	10000	18	4	10	nn	143.03139615358526
1400 Washington Ave, Albany, NY 12222	10000	28	4	10	aco	178.99559094646992
1400 Washington Ave, Albany, NY 12222	10000	31	4	10	ga	216.75804800513427
1400 Washington Ave, Albany, NY 12222	10000	34	4	10	sa	226.23707334095033
1400 Washington Ave, Albany, NY 12222	10000	16	4	10	ga	109.3576677812314
1400 Washington Ave, Albany, NY 12222	10000	20	4	10	nn	163.5610409190451
1400 Washington Ave, Albany, NY 12222	10000	14	4	10	sa	116.41658183751302
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	nn	50.33524170767813
1400 Washington Ave, Albany, NY 12222	10000	3	4	10	nn	45.44137713889955
1400 Washington Ave, Albany, NY 12222	10000	7	4	10	sa	52.34471757504112
1400 Washington Ave, Albany, NY 12222	10000	28	4	10	aco	179.58722896341092
1400 Washington Ave, Albany, NY 12222	10000	15	4	10	sa	141.51917424105326
1400 Washington Ave, Albany, NY 12222	10000	19	4	10	nn	133.39676264982165
1400 Washington Ave, Albany, NY 12222	10000	31	4	10	ga	203.07677886571278
1400 Washington Ave, Albany, NY 12222	10000	4	4	10	ga	46.01039205183623
1400 Washington Ave, Albany, NY 12222	10000	21	4	10	nn	199.6051791634889
1400 Washington Ave, Albany, NY 12222	10000	3	4	10	nn	50.91670285237972
1400 Washington Ave, Albany, NY 12222	10000	32	4	10	sa	222.01135148308958
1400 Washington Ave, Albany, NY 12222	10000	39	4	10	aco	225.99997435599644
1400 Washington Ave, Albany, NY 12222	10000	32	4	10	ga	223.8304399191693
1400 Washington Ave, Albany, NY 12222	10000	1	4	10	ga	39.210837915688735
1400 Washington Ave, Albany, NY 12222	10000	29	4	10	sa	157.8450001024973
1400 Washington Ave, Albany, NY 12222	10000	38	4	10	nn	197.7036598251069
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	sa	41.18065110483686
1400 Washington Ave, Albany, NY 12222	10000	7	4	10	nn	74.91653015195185
1400 Washington Ave, Albany, NY 12222	10000	31	4	10	aco	221.88187707260292
1400 Washington Ave, Albany, NY 12222	10000	16	4	10	nn	154.010213702325
1400 Washington Ave, Albany, NY 12222	10000	36	4	10	ga	257.2393016781132
1400 Washington Ave, Albany, NY 12222	10000	35	4	10	sa	212.80945538009522
1400 Washington Ave, Albany, NY 12222	10000	33	4	10	aco	194.24434314292506
1400 Washington Ave, Albany, NY 12222	10000	27	4	10	nn	247.09982269762213
1400 Washington Ave, Albany, NY 12222	10000	30	4	10	ga	158.7714542532653
1400 Washington Ave, Albany, NY 12222	10000	3	4	10	ga	57.74595462087039
1400 Washington Ave, Albany, NY 12222	10000	3	4	10	ga	46.716239737752936
1400 Washington Ave, Albany, NY 12222	10000	15	4	10	aco	121.28787120299485
1400 Washington Ave, Albany, NY 12222	10000	38	4	10	sa	163.59338922167214
1400 Washington Ave, Albany, NY 12222	10000	39	4	10	nn	205.47876938630512
1400 Washington Ave, Albany, NY 12222	10000	23	4	10	aco	156.93056257830497
1400 Washington Ave, Albany, NY 12222	10000	34	4	10	ga	173.86852641049097
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	ga	37.19591320200328
1400 Washington Ave, Albany, NY 12222	10000	8	4	10	aco	59.619802521849586
1400 Washington Ave, Albany, NY 12222	10000	33	4	10	sa	257.9982582706269
1400 Washington Ave, Albany, NY 12222	10000	9	4	10	sa	48.59185962227052
1400 Washington Ave, Albany, NY 12222	10000	17	4	10	ga	104.92177134842524
1400 Washington Ave, Albany, NY 12222	10000	36	4	10	nn	231.60378046601977
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	nn	51.530329515319565
1400 Washington Ave, Albany, NY 12222	10000	15	4	10	ga	110.48320202419589
1400 Washington Ave, Albany, NY 12222	10000	38	4	10	aco	191.22103281693293
1400 Washington Ave, Albany, NY 12222	10000	24	4	10	nn	220.36824563204613
1400 Washington Ave, Albany, NY 12222	10000	39	4	10	sa	200.7475381509883
1400 Washington Ave, Albany, NY 12222	10000	18	4	10	ga	120.65197895437228
1400 Washington Ave, Albany, NY 12222	10000	19	4	10	aco	118.58261597364297
1400 Washington Ave, Albany, NY 12222	10000	12	4	10	ga	119.4850106085138
1400 Washington Ave, Albany, NY 12222	10000	24	4	10	sa	163.14798282164796
1400 Washington Ave, Albany, NY 12222	10000	35	4	10	nn	298.3348290434256
1400 Washington Ave, Albany, NY 12222	10000	18	4	10	ga	158.82022767345023
1400 Washington Ave, Albany, NY 12222	10000	33	4	10	sa	210.23213975067932
1400 Washington Ave, Albany, NY 12222	10000	40	4	10	aco	232.70039394492613
1400 Washington Ave, Albany, NY 12222	10000	26	4	10	ga	178.42248748052697
1400 Washington Ave, Albany, NY 12222	10000	3	4	10	aco	38.02771774434791
1400 Washington Ave, Albany, NY 12222	10000	38	4	10	nn	276.0558151728908
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	aco	28.40459295686319
1400 Washington Ave, Albany, NY 12222	10000	15	4	10	sa	112.25118614857827
1400 Washington Ave, Albany, NY 12222	10000	12	4	10	ga	115.37577224048702
1400 Washington Ave, Albany, NY 12222	10000	13	4	10	aco	103.16326125111894
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	aco	37.354033958614714
1400 Washington Ave, Albany, NY 12222	10000	11	4	10	ga	106.23694492342304
1400 Washington Ave, Albany, NY 12222	10000	2	4	10	aco	39.13027248889362
1400 Washington Ave, Albany, NY 12222	10000	32	4	10	nn	230.02082762329292
