address	distance	customers	trucks	truck_capacity	algorithm	total_distance
1400 Washington Ave, Albany, NY 12222	10000	36	4	100	sa	180.37387156822038
1400 Washington Ave, Albany, NY 12222	10000	22	4	100	sa	144.0639268085727
1400 Washington Ave, Albany, NY 12222	10000	75	4	100	nn	247.67539047572225
1400 Washington Ave, Albany, NY 12222	10000	338	4	100	ga	978.4140351675486
1400 Washington Ave, Albany, NY 12222	10000	60	4	100	sa	349.52258493080416
1400 Washington Ave, Albany, NY 12222	10000	98	4	100	nn	291.064294960653
1400 Washington Ave, Albany, NY 12222	10000	279	4	100	sa	1061.35536896206
1400 Washington Ave, Albany, NY 12222	10000	252	4	100	nn	562.9017664129711
1400 Washington Ave, Albany, NY 12222	10000	325	4	100	ga	946.7165256695373
1400 Washington Ave, Albany, NY 12222	10000	35	4	100	nn	181.75967875062935
1400 Washington Ave, Albany, NY 12222	10000	58	4	100	nn	246.18397394920592
1400 Washington Ave, Albany, NY 12222	10000	100	4	100	ga	435.7743209387122
1400 Washington Ave, Albany, NY 12222	10000	198	4	100	sa	988.3838301273831
1400 Washington Ave, Albany, NY 12222	10000	31	4	100	sa	161.52958311382017
1400 Washington Ave, Albany, NY 12222	10000	58	4	100	sa	355.51128187084436
1400 Washington Ave, Albany, NY 12222	10000	180	4	100	ga	603.882732721124
1400 Washington Ave, Albany, NY 12222	10000	66	4	100	ga	332.7882424270632
1400 Washington Ave, Albany, NY 12222	10000	320	4	100	nn	615.1401758068748
1400 Washington Ave, Albany, NY 12222	10000	70	4	100	ga	316.8484601538055
1400 Washington Ave, Albany, NY 12222	10000	195	4	100	sa	857.2385254330319
1400 Washington Ave, Albany, NY 12222	10000	63	4	100	nn	210.2810168428682
1400 Washington Ave, Albany, NY 12222	10000	17	4	100	sa	110.8326515841379
1400 Washington Ave, Albany, NY 12222	10000	381	4	100	aco	573.6696207488784
1400 Washington Ave, Albany, NY 12222	10000	241	4	100	ga	857.7213622917824
1400 Washington Ave, Albany, NY 12222	10000	284	4	100	nn	570.8576837327153
1400 Washington Ave, Albany, NY 12222	10000	51	4	100	nn	211.4162246492121
1400 Washington Ave, Albany, NY 12222	10000	354	4	100	sa	1135.0656624219837
1400 Washington Ave, Albany, NY 12222	10000	127	4	100	nn	354.35841673943594
1400 Washington Ave, Albany, NY 12222	10000	245	4	100	ga	785.2411573247057
1400 Washington Ave, Albany, NY 12222	10000	11	4	100	ga	83.20792146841319
1400 Washington Ave, Albany, NY 12222	10000	82	4	100	nn	286.70994685385557
1400 Washington Ave, Albany, NY 12222	10000	4	4	100	nn	50.19490003937774
1400 Washington Ave, Albany, NY 12222	10000	268	4	100	sa	1119.3925659346146
1400 Washington Ave, Albany, NY 12222	10000	200	4	100	ga	742.2377292119302
1400 Washington Ave, Albany, NY 12222	10000	167	4	100	nn	380.1396631732892
1400 Washington Ave, Albany, NY 12222	10000	167	4	100	sa	740.9091481721372
1400 Washington Ave, Albany, NY 12222	10000	215	4	100	ga	644.159338487159
1400 Washington Ave, Albany, NY 12222	10000	255	4	100	nn	555.1932118903273
1400 Washington Ave, Albany, NY 12222	10000	270	4	100	sa	1028.3249556362346
1400 Washington Ave, Albany, NY 12222	10000	338	4	100	aco	563.8321400761115
1400 Washington Ave, Albany, NY 12222	10000	233	4	100	nn	563.6634565437018
1400 Washington Ave, Albany, NY 12222	10000	305	4	100	ga	878.6660683445407
1400 Washington Ave, Albany, NY 12222	10000	80	4	100	nn	293.242371978033
1400 Washington Ave, Albany, NY 12222	10000	68	4	100	ga	348.45104107294856
1400 Washington Ave, Albany, NY 12222	10000	299	4	100	sa	1291.476334536165
1400 Washington Ave, Albany, NY 12222	10000	88	4	100	ga	431.98537235219584
1400 Washington Ave, Albany, NY 12222	10000	255	4	100	nn	669.044976694854
1400 Washington Ave, Albany, NY 12222	10000	88	4	100	nn	269.63440862653994
1400 Washington Ave, Albany, NY 12222	10000	318	4	100	sa	1097.317242911852
1400 Washington Ave, Albany, NY 12222	10000	91	4	100	nn	259.39991785723527
1400 Washington Ave, Albany, NY 12222	10000	295	4	100	ga	893.6069737934778
1400 Washington Ave, Albany, NY 12222	10000	167	4	100	nn	408.61922940354015
1400 Washington Ave, Albany, NY 12222	10000	176	4	100	ga	741.4744997533155
1400 Washington Ave, Albany, NY 12222	10000	292	4	100	sa	1235.2725559635571
1400 Washington Ave, Albany, NY 12222	10000	141	4	100	ga	585.1608144179078
1400 Washington Ave, Albany, NY 12222	10000	345	4	100	aco	547.1670113691898
1400 Washington Ave, Albany, NY 12222	10000	39	4	100	aco	165.9996251337437
1400 Washington Ave, Albany, NY 12222	10000	108	4	100	ga	413.12008861056063
1400 Washington Ave, Albany, NY 12222	10000	300	4	100	nn	514.4663040264224
1400 Washington Ave, Albany, NY 12222	10000	299	4	100	sa	1054.9929519136222
1400 Washington Ave, Albany, NY 12222	10000	9	4	100	sa	58.54993326403924
1400 Washington Ave, Albany, NY 12222	10000	237	4	100	nn	503.77459640188124
1400 Washington Ave, Albany, NY 12222	10000	153	4	100	sa	667.7152912471331
1400 Washington Ave, Albany, NY 12222	10000	337	4	100	ga	870.393093180651
1400 Washington Ave, Albany, NY 12222	10000	154	4	100	nn	410.29976715870595
1400 Washington Ave, Albany, NY 12222	10000	239	4	100	sa	981.8539823487092
1400 Washington Ave, Albany, NY 12222	10000	183	4	100	nn	421.07985067127646
1400 Washington Ave, Albany, NY 12222	10000	315	4	100	ga	1003.4693558469568
1400 Washington Ave, Albany, NY 12222	10000	321	4	100	aco	526.7762982456427
1400 Washington Ave, Albany, NY 12222	10000	296	4	100	nn	540.7182822001223
1400 Washington Ave, Albany, NY 12222	10000	393	4	100	sa	1384.4330384054265
1400 Washington Ave, Albany, NY 12222	10000	7	4	100	sa	57.56584876184501
1400 Washington Ave, Albany, NY 12222	10000	252	4	100	ga	789.7752077571843
1400 Washington Ave, Albany, NY 12222	10000	203	4	100	nn	430.4957468536701
1400 Washington Ave, Albany, NY 12222	10000	125	4	100	ga	459.88031019425836
1400 Washington Ave, Albany, NY 12222	10000	134	4	100	ga	484.78542114970753
1400 Washington Ave, Albany, NY 12222	10000	190	4	100	nn	448.4365419846227
1400 Washington Ave, Albany, NY 12222	10000	369	4	100	sa	1224.0043312374394
1400 Washington Ave, Albany, NY 12222	10000	139	4	100	sa	566.7369341153748
1400 Washington Ave, Albany, NY 12222	10000	273	4	100	ga	965.4387315862423
1400 Washington Ave, Albany, NY 12222	10000	299	4	100	nn	555.5067402915794
1400 Washington Ave, Albany, NY 12222	10000	172	4	100	nn	439.31247404221494
1400 Washington Ave, Albany, NY 12222	10000	273	4	100	ga	839.4751376789324
1400 Washington Ave, Albany, NY 12222	10000	392	4	100	sa	1323.9314667502656
1400 Washington Ave, Albany, NY 12222	10000	151	4	100	nn	401.97893633563353
1400 Washington Ave, Albany, NY 12222	10000	112	4	100	ga	471.1854399906133
1400 Washington Ave, Albany, NY 12222	10000	386	4	100	aco	573.5031010464093
1400 Washington Ave, Albany, NY 12222	10000	140	4	100	ga	501.96335005816735
1400 Washington Ave, Albany, NY 12222	10000	226	4	100	nn	488.2569073938141
1400 Washington Ave, Albany, NY 12222	10000	312	4	100	sa	1246.7462536686073
1400 Washington Ave, Albany, NY 12222	10000	77	4	100	nn	215.34066043893208
1400 Washington Ave, Albany, NY 12222	10000	65	4	100	sa	381.5008019258366
1400 Washington Ave, Albany, NY 12222	10000	140	4	100	ga	553.180087659018
1400 Washington Ave, Albany, NY 12222	10000	117	4	100	sa	598.4617918211716
1400 Washington Ave, Albany, NY 12222	10000	255	4	100	nn	557.9803009553149
1400 Washington Ave, Albany, NY 12222	10000	156	4	100	sa	669.4752674553656
1400 Washington Ave, Albany, NY 12222	10000	327	4	100	ga	1060.6338019680788
1400 Washington Ave, Albany, NY 12222	10000	159	4	100	nn	411.7019171251699
1400 Washington Ave, Albany, NY 12222	10000	76	4	100	ga	315.66907163520204
1400 Washington Ave, Albany, NY 12222	10000	348	4	100	sa	1310.8720105764203
1400 Washington Ave, Albany, NY 12222	10000	339	4	100	nn	626.7627902833048
1400 Washington Ave, Albany, NY 12222	10000	295	4	100	ga	895.1897316936364
1400 Washington Ave, Albany, NY 12222	10000	19	4	100	nn	90.64625020340584
1400 Washington Ave, Albany, NY 12222	10000	201	4	100	sa	951.1492715066622
1400 Washington Ave, Albany, NY 12222	10000	396	4	100	aco	599.3691338189752
1400 Washington Ave, Albany, NY 12222	10000	155	4	100	nn	381.54634978299333
1400 Washington Ave, Albany, NY 12222	10000	285	4	100	sa	1142.422904229676
1400 Washington Ave, Albany, NY 12222	10000	88	4	100	aco	238.61338628826167
1400 Washington Ave, Albany, NY 12222	10000	344	4	100	ga	1007.9025303575557
1400 Washington Ave, Albany, NY 12222	10000	265	4	100	nn	523.8053065930992
1400 Washington Ave, Albany, NY 12222	10000	188	4	100	sa	806.1162306256982
1400 Washington Ave, Albany, NY 12222	10000	70	4	100	sa	313.6230359778647
1400 Washington Ave, Albany, NY 12222	10000	235	4	100	nn	482.1977183743065
1400 Washington Ave, Albany, NY 12222	10000	29	4	100	nn	142.28538992093883
1400 Washington Ave, Albany, NY 12222	10000	355	4	100	ga	1054.483108809551
1400 Washington Ave, Albany, NY 12222	10000	63	4	100	nn	212.81845286916456
1400 Washington Ave, Albany, NY 12222	10000	17	4	100	nn	106.07159571963473
1400 Washington Ave, Albany, NY 12222	10000	325	4	100	sa	1102.3950687472084
1400 Washington Ave, Albany, NY 12222	10000	340	4	100	ga	954.8095247267878
1400 Washington Ave, Albany, NY 12222	10000	377	4	100	nn	698.5187765879593
1400 Washington Ave, Albany, NY 12222	10000	320	4	100	aco	556.6991218769341
1400 Washington Ave, Albany, NY 12222	10000	393	4	100	sa	1429.1876015937314
1400 Washington Ave, Albany, NY 12222	10000	240	4	100	nn	535.9839317638626
1400 Washington Ave, Albany, NY 12222	10000	370	4	100	ga	996.0248759560512
1400 Washington Ave, Albany, NY 12222	10000	165	4	100	nn	417.175272555645
1400 Washington Ave, Albany, NY 12222	10000	274	4	100	sa	1072.7707892371445
1400 Washington Ave, Albany, NY 12222	10000	178	4	100	nn	449.92649870810664
1400 Washington Ave, Albany, NY 12222	10000	83	4	100	nn	294.5225792412608
1400 Washington Ave, Albany, NY 12222	10000	399	4	100	ga	1243.4086076336685
1400 Washington Ave, Albany, NY 12222	10000	382	4	100	sa	1383.1308487676963
1400 Washington Ave, Albany, NY 12222	10000	255	4	100	nn	555.5753366952295
1400 Washington Ave, Albany, NY 12222	10000	174	4	100	ga	611.5708201130284
1400 Washington Ave, Albany, NY 12222	10000	299	4	100	sa	1226.993856735541
1400 Washington Ave, Albany, NY 12222	10000	399	4	100	aco	591.8278170009014
1400 Washington Ave, Albany, NY 12222	10000	128	4	100	sa	554.4717432502953
1400 Washington Ave, Albany, NY 12222	10000	309	4	100	ga	914.6576576480525
1400 Washington Ave, Albany, NY 12222	10000	393	4	100	nn	720.6424752405288
1400 Washington Ave, Albany, NY 12222	10000	345	4	100	nn	629.2766727548893
1400 Washington Ave, Albany, NY 12222	10000	344	4	100	ga	1115.5429672054627
1400 Washington Ave, Albany, NY 12222	10000	399	4	100	sa	1593.7951832032418
1400 Washington Ave, Albany, NY 12222	10000	99	4	100	ga	437.6934798070799
1400 Washington Ave, Albany, NY 12222	10000	115	4	100	sa	655.9881353311303
1400 Washington Ave, Albany, NY 12222	10000	108	4	100	ga	504.943930108415
1400 Washington Ave, Albany, NY 12222	10000	296	4	100	nn	617.1972284200614
1400 Washington Ave, Albany, NY 12222	10000	277	4	100	sa	1060.130904264593
1400 Washington Ave, Albany, NY 12222	10000	157	4	100	nn	397.56902468153515
1400 Washington Ave, Albany, NY 12222	10000	141	4	100	nn	379.09635599957323
1400 Washington Ave, Albany, NY 12222	10000	190	4	100	sa	790.0124193877211
1400 Washington Ave, Albany, NY 12222	10000	365	4	100	aco	573.5441200416958
1400 Washington Ave, Albany, NY 12222	10000	394	4	100	ga	1032.9036829468475
1400 Washington Ave, Albany, NY 12222	10000	181	4	100	sa	855.3855470913976
1400 Washington Ave, Albany, NY 12222	10000	50	4	100	sa	287.453184263226
1400 Washington Ave, Albany, NY 12222	10000	353	4	100	nn	690.0645163404611
1400 Washington Ave, Albany, NY 12222	10000	353	4	100	ga	1110.7886367214894
1400 Washington Ave, Albany, NY 12222	10000	234	4	100	sa	1006.8974442776243
1400 Washington Ave, Albany, NY 12222	10000	159	4	100	nn	400.466222400462
1400 Washington Ave, Albany, NY 12222	10000	75	4	100	nn	251.65180444303917
1400 Washington Ave, Albany, NY 12222	10000	191	4	100	ga	621.7007263651965
1400 Washington Ave, Albany, NY 12222	10000	93	4	100	ga	466.56550831548554
1400 Washington Ave, Albany, NY 12222	10000	263	4	100	aco	443.5537440316508
1400 Washington Ave, Albany, NY 12222	10000	300	4	100	sa	1177.4340525545235
1400 Washington Ave, Albany, NY 12222	10000	10	4	100	sa	94.37915075559337
1400 Washington Ave, Albany, NY 12222	10000	27	4	100	sa	183.94663986491753
1400 Washington Ave, Albany, NY 12222	10000	193	4	100	ga	875.862093525731
1400 Washington Ave, Albany, NY 12222	10000	30	4	100	ga	144.00161955411969
1400 Washington Ave, Albany, NY 12222	10000	391	4	100	nn	721.8483834233631
1400 Washington Ave, Albany, NY 12222	10000	353	4	100	sa	1285.6630341757163
1400 Washington Ave, Albany, NY 12222	10000	226	4	100	ga	815.9823573926195
1400 Washington Ave, Albany, NY 12222	10000	16	4	100	ga	101.7836107007157
1400 Washington Ave, Albany, NY 12222	10000	301	4	100	nn	598.8743052001637
1400 Washington Ave, Albany, NY 12222	10000	142	4	100	nn	396.820715497555
1400 Washington Ave, Albany, NY 12222	10000	351	4	100	sa	1303.789714872812
1400 Washington Ave, Albany, NY 12222	10000	316	4	100	ga	1114.9979092445112
1400 Washington Ave, Albany, NY 12222	10000	137	4	100	nn	341.3842391229089
1400 Washington Ave, Albany, NY 12222	10000	37	4	100	ga	193.82340779750254
1400 Washington Ave, Albany, NY 12222	10000	142	4	100	ga	511.5190091652195
1400 Washington Ave, Albany, NY 12222	10000	236	4	100	nn	531.5921024213127
1400 Washington Ave, Albany, NY 12222	10000	277	4	100	sa	1122.9705307606116
1400 Washington Ave, Albany, NY 12222	10000	66	4	100	ga	291.54245747541194
1400 Washington Ave, Albany, NY 12222	10000	393	4	100	aco	556.2526628237039
1400 Washington Ave, Albany, NY 12222	10000	189	4	100	ga	705.0204077121313
1400 Washington Ave, Albany, NY 12222	10000	240	4	100	sa	871.807362813806
1400 Washington Ave, Albany, NY 12222	10000	50	4	100	ga	246.9380713639333
1400 Washington Ave, Albany, NY 12222	10000	389	4	100	nn	705.6039620749045
1400 Washington Ave, Albany, NY 12222	10000	135	4	100	aco	314.46277204507646
1400 Washington Ave, Albany, NY 12222	10000	177	4	100	sa	752.9867100447173
1400 Washington Ave, Albany, NY 12222	10000	176	4	100	ga	702.0676022742625
1400 Washington Ave, Albany, NY 12222	10000	25	4	100	ga	145.50049114031404
1400 Washington Ave, Albany, NY 12222	10000	200	4	100	sa	889.5050156505704
1400 Washington Ave, Albany, NY 12222	10000	255	4	100	nn	602.958213958835
1400 Washington Ave, Albany, NY 12222	10000	121	4	100	aco	299.37124883039155
1400 Washington Ave, Albany, NY 12222	10000	42	4	100	aco	161.22381320254337
1400 Washington Ave, Albany, NY 12222	10000	360	4	100	ga	1036.57829847623
1400 Washington Ave, Albany, NY 12222	10000	255	4	100	sa	1008.8797061059992
1400 Washington Ave, Albany, NY 12222	10000	83	4	100	ga	300.9565587753281
1400 Washington Ave, Albany, NY 12222	10000	307	4	100	nn	633.7870288304609
1400 Washington Ave, Albany, NY 12222	10000	8	4	100	nn	70.46199898928681
1400 Washington Ave, Albany, NY 12222	10000	153	4	100	nn	368.290001918915
1400 Washington Ave, Albany, NY 12222	10000	257	4	100	sa	1041.5563361843233
1400 Washington Ave, Albany, NY 12222	10000	135	4	100	aco	326.1696916394787
1400 Washington Ave, Albany, NY 12222	10000	45	4	100	sa	256.7075812581871
1400 Washington Ave, Albany, NY 12222	10000	267	4	100	ga	816.0320619715843
1400 Washington Ave, Albany, NY 12222	10000	51	4	100	aco	167.01714831663696
1400 Washington Ave, Albany, NY 12222	10000	25	4	100	ga	167.06743432852508
1400 Washington Ave, Albany, NY 12222	10000	23	4	100	ga	117.9029529762677
1400 Washington Ave, Albany, NY 12222	10000	6	4	100	ga	56.690229650487765
1400 Washington Ave, Albany, NY 12222	10000	216	4	100	nn	483.0255699055457
1400 Washington Ave, Albany, NY 12222	10000	297	4	100	sa	1059.768906018179
1400 Washington Ave, Albany, NY 12222	10000	231	4	100	ga	735.2543053566413
1400 Washington Ave, Albany, NY 12222	10000	257	4	100	nn	559.5333001322947
1400 Washington Ave, Albany, NY 12222	10000	256	4	100	sa	1050.6553225446362
1400 Washington Ave, Albany, NY 12222	10000	275	4	100	ga	806.6448774758743
1400 Washington Ave, Albany, NY 12222	10000	178	4	100	sa	765.1792150574548
1400 Washington Ave, Albany, NY 12222	10000	316	4	100	nn	624.0459272412817
1400 Washington Ave, Albany, NY 12222	10000	23	4	100	sa	129.88572486155894
1400 Washington Ave, Albany, NY 12222	10000	277	4	100	aco	456.6510103095628
1400 Washington Ave, Albany, NY 12222	10000	63	4	100	sa	287.9811480649557
1400 Washington Ave, Albany, NY 12222	10000	151	4	100	sa	626.0894760635292
1400 Washington Ave, Albany, NY 12222	10000	253	4	100	nn	565.9403463306292
1400 Washington Ave, Albany, NY 12222	10000	39	4	100	sa	218.3664669478316
1400 Washington Ave, Albany, NY 12222	10000	345	4	100	ga	1024.9581110402955
1400 Washington Ave, Albany, NY 12222	10000	25	4	100	ga	138.85711972993093
1400 Washington Ave, Albany, NY 12222	10000	214	4	100	nn	489.0334907588376
1400 Washington Ave, Albany, NY 12222	10000	37	4	100	nn	167.3831022053885
1400 Washington Ave, Albany, NY 12222	10000	272	4	100	ga	889.7123659745455
1400 Washington Ave, Albany, NY 12222	10000	386	4	100	sa	1240.3018607094473
1400 Washington Ave, Albany, NY 12222	10000	208	4	100	ga	696.2171365628375
1400 Washington Ave, Albany, NY 12222	10000	324	4	100	nn	612.9685016537271
1400 Washington Ave, Albany, NY 12222	10000	36	4	100	ga	175.87910367748478
1400 Washington Ave, Albany, NY 12222	10000	236	4	100	sa	942.1909337764157
1400 Washington Ave, Albany, NY 12222	10000	41	4	100	ga	242.07787975353142
1400 Washington Ave, Albany, NY 12222	10000	303	4	100	aco	502.479168453245
1400 Washington Ave, Albany, NY 12222	10000	125	4	100	sa	673.5628947252703
1400 Washington Ave, Albany, NY 12222	10000	139	4	100	ga	614.0203227504103
1400 Washington Ave, Albany, NY 12222	10000	258	4	100	nn	535.2140554440261
1400 Washington Ave, Albany, NY 12222	10000	209	4	100	ga	679.0475108298466
1400 Washington Ave, Albany, NY 12222	10000	230	4	100	nn	458.6364559971118
1400 Washington Ave, Albany, NY 12222	10000	336	4	100	sa	1189.8484593331302
1400 Washington Ave, Albany, NY 12222	10000	102	4	100	ga	445.87511641524617
1400 Washington Ave, Albany, NY 12222	10000	34	4	100	sa	168.36270873667502
1400 Washington Ave, Albany, NY 12222	10000	209	4	100	sa	967.5856434336418
1400 Washington Ave, Albany, NY 12222	10000	343	4	100	nn	771.3445591172501
1400 Washington Ave, Albany, NY 12222	10000	315	4	100	ga	1042.2565646786031
1400 Washington Ave, Albany, NY 12222	10000	243	4	100	sa	1053.403179081299
1400 Washington Ave, Albany, NY 12222	10000	181	4	100	nn	455.5158957697442
1400 Washington Ave, Albany, NY 12222	10000	24	4	100	sa	139.9614549542253
1400 Washington Ave, Albany, NY 12222	10000	190	4	100	ga	694.0776028207836
1400 Washington Ave, Albany, NY 12222	10000	370	4	100	aco	587.5448134889016
1400 Washington Ave, Albany, NY 12222	10000	118	4	100	sa	581.2097752038932
1400 Washington Ave, Albany, NY 12222	10000	222	4	100	nn	540.0741799115958
1400 Washington Ave, Albany, NY 12222	10000	116	4	100	sa	619.3526071924044
1400 Washington Ave, Albany, NY 12222	10000	92	4	100	sa	515.1440180386902
1400 Washington Ave, Albany, NY 12222	10000	334	4	100	ga	959.200415012917
1400 Washington Ave, Albany, NY 12222	10000	105	4	100	sa	615.154811325985
1400 Washington Ave, Albany, NY 12222	10000	248	4	100	nn	541.3993218459954
1400 Washington Ave, Albany, NY 12222	10000	166	4	100	nn	407.3642567686435
1400 Washington Ave, Albany, NY 12222	10000	43	4	100	nn	196.40369822402403
1400 Washington Ave, Albany, NY 12222	10000	286	4	100	ga	952.9497145190574
1400 Washington Ave, Albany, NY 12222	10000	234	4	100	aco	444.62298424321807
1400 Washington Ave, Albany, NY 12222	10000	378	4	100	sa	1336.8607595041926
1400 Washington Ave, Albany, NY 12222	10000	50	4	100	aco	157.62399290538852
1400 Washington Ave, Albany, NY 12222	10000	137	4	100	ga	528.2650787338869
1400 Washington Ave, Albany, NY 12222	10000	248	4	100	nn	576.3264033887652
1400 Washington Ave, Albany, NY 12222	10000	127	4	100	nn	302.446917682489
1400 Washington Ave, Albany, NY 12222	10000	84	4	100	aco	255.01457884283974
1400 Washington Ave, Albany, NY 12222	10000	275	4	100	sa	1138.4430078013995
1400 Washington Ave, Albany, NY 12222	10000	104	4	100	nn	376.5101204064592
1400 Washington Ave, Albany, NY 12222	10000	329	4	100	ga	1042.9037554116655
1400 Washington Ave, Albany, NY 12222	10000	76	4	100	ga	325.34998069982197
1400 Washington Ave, Albany, NY 12222	10000	289	4	100	sa	1105.4277698327878
1400 Washington Ave, Albany, NY 12222	10000	75	4	100	sa	428.9948067499864
1400 Washington Ave, Albany, NY 12222	10000	363	4	100	nn	645.4981437444857
1400 Washington Ave, Albany, NY 12222	10000	109	4	100	sa	633.9462426757983
1400 Washington Ave, Albany, NY 12222	10000	394	4	100	ga	1193.8268740717374
1400 Washington Ave, Albany, NY 12222	10000	192	4	100	sa	707.6062403753897
1400 Washington Ave, Albany, NY 12222	10000	17	4	100	sa	92.57919595817276
1400 Washington Ave, Albany, NY 12222	10000	310	4	100	nn	622.8157519493245
1400 Washington Ave, Albany, NY 12222	10000	144	4	100	ga	577.096272784168
1400 Washington Ave, Albany, NY 12222	10000	122	4	100	ga	471.78252743313544
1400 Washington Ave, Albany, NY 12222	10000	347	4	100	aco	525.9325919335048
1400 Washington Ave, Albany, NY 12222	10000	25	4	100	ga	136.85777981719974
1400 Washington Ave, Albany, NY 12222	10000	29	4	100	ga	174.37853895187487
1400 Washington Ave, Albany, NY 12222	10000	74	4	100	ga	304.8443579242512
1400 Washington Ave, Albany, NY 12222	10000	363	4	100	sa	1267.9110086077114
1400 Washington Ave, Albany, NY 12222	10000	350	4	100	nn	685.5499889390106
1400 Washington Ave, Albany, NY 12222	10000	79	4	100	ga	350.82407754891614
1400 Washington Ave, Albany, NY 12222	10000	175	4	100	sa	757.1242086114815
1400 Washington Ave, Albany, NY 12222	10000	333	4	100	nn	653.620751839039
1400 Washington Ave, Albany, NY 12222	10000	288	4	100	ga	937.5805867918651
1400 Washington Ave, Albany, NY 12222	10000	106	4	100	nn	330.3584583931622
1400 Washington Ave, Albany, NY 12222	10000	353	4	100	sa	1196.2093977514794
1400 Washington Ave, Albany, NY 12222	10000	88	4	100	nn	288.61023671291986
1400 Washington Ave, Albany, NY 12222	10000	276	4	100	aco	473.6671331527353
1400 Washington Ave, Albany, NY 12222	10000	112	4	100	sa	635.5510634437031
1400 Washington Ave, Albany, NY 12222	10000	17	4	100	aco	98.80051667038201
1400 Washington Ave, Albany, NY 12222	10000	158	4	100	nn	389.54201012036424
1400 Washington Ave, Albany, NY 12222	10000	341	4	100	ga	868.6563702393216
1400 Washington Ave, Albany, NY 12222	10000	197	4	100	sa	869.5823180648711
1400 Washington Ave, Albany, NY 12222	10000	33	4	100	sa	180.1080391681028
1400 Washington Ave, Albany, NY 12222	10000	209	4	100	nn	478.45303713489994
1400 Washington Ave, Albany, NY 12222	10000	300	4	100	ga	911.0278182031346
1400 Washington Ave, Albany, NY 12222	10000	316	4	100	sa	1145.501926153395
1400 Washington Ave, Albany, NY 12222	10000	267	4	100	nn	578.1689951003124
